,title,images,description,price,rating,review
99,Wbs Hand Equipment Grips- Black,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/y/a/yas7.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","WBS Hand Protection Equipment Shock Absorber. Care Instructions: Wash hands with soap and warm water. Do not twist. Use a towel to remove water. Taken in the shade where the sun does not shine. Do not wash with a washing machine. Do not use bleach. Fabric softener 

 
 


Soft, flexible fabric. 
Reduce injuries. 
Suitable to wear while exercising. 
The fabric is well ventilated. 
Wear clean.",रू 999,no rating,no review
100,Iron Gym Upper Body Workout Bar,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Iron Gym is the multi function training bar that combines every exercise you need to build a powerful upper body. Its the ultimate body sculpting and strength building tool that helps shape the upper body and tones your midsection. The durable steel construction holds up to 300 lbs. It is designed to fit residential doorways 24"" to 32"" wide with doorway trim or molding up to 3 ½ inches wide.

 
 

Strengthen your back, biceps, and other upper body muscles in the comfort of your living room or dorm with the Iron Gym workout bar. Designed to fit conveniently in most doorway frames or sit on the floor for pushups, dips, and sit-ups, the Iron Gym is an ideal choice for people who want to get fit without buying expensive, space-intensive weight sets. When installed in the doorway, the device lets you perform pull-ups and chin-ups, with three grip positions--narrow, neutral, and wide--for working the inner and outer back. Once you're done with your back workout, you can quickly move the Iron Gym to the floor, where you can perform pushups while facing down, tricep dips while facing the other way, or sit-ups using the Iron Gym for foot stability.

 
 

The Iron Gym--whose durable steel frame installs quickly without tools or fasteners--holds up to 300 pounds and is designed to fit residential doorways 24 to 32 inches wide, with doorway trim or molding up to 3.5 inches wide.","रू 4,999",no rating,no review
101,Adjustable Hand Grip Strengthener,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']",Adjustable Hand Grip Strengthener,रू 999,no rating,no review
102,Silicone Resistance Elastic Band Fitness Yoga Stretch Rope For Gym/Home Training - 8 Shaped,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","This workout bands target the lower body, glutes, calves and legs.
Features two loops that you can put on your feet, knee and hand to work out different areas.
Lightweight, portable and durable, allows you to use it anywhere you want.
This will help you to enhance your curves and achieve a firmer behind.
A small amount of regular use will help to firm thighs and calves as well.
Perfect for women looking to build tone and sculpt a Brazilian Butt Lift.",रू 770,no rating,no review
103,Resistance Band With Fabric Cover - 20Lbs (Color May Vary),"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Portable, Safe and Durable
High Quality Rubber Training Rope
Can Be Used By Males and Females
Comfort Grips Allow You To Workout Longer
Perfect for Body-Building and Fitness Training
Rubber Pull String Will Help You Get In Better Shape",रू 910,no rating,no review
104,"Resistance Bands Set, 3 Pack Professional Latex Elastic Bands For Home Or Gym Upper & Lower Body Exercise, Physical Therapy, Strength Training, Yoga, Pilates, Rehab, Blue & Purple & Pink","['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","? New 4 Fitness Bands Set - Pull new life, new fun and new enthusiasm into your training with training bands! 3x gymnastics bands: Pink (1.5m / 8-10kg); Purple (1.8m / 10-12kg); Blue (2m / 12-15kg) with practical door buckle, which makes it easy to attach the straps to the door.
? Suitable for Every Fitness Level - Whether you are a beginner or an expert, these fitness straps are right for you. Through the various resistances it is possible to adjust the intensity of your training with the exercise bands to your personal goals. Large training bands increase the number of possible exercises for the chest, back, shoulders, arms and legs and even larger people can train with it without restrictions.
? Resistance Bands Multiple Uses - Exercises bands are often used as an alternative or as an extra equipment for yoga, pilates, stretching, crossfit, fitness exercises, insanity or other exercise programs. They are also often used in physiotherapy and rehab or to increase flexibility. SUITABLE FOR LADIES, MEN & TEEN.
? Robust & Resistant Resistance Bands - The durable latex material provides great elasticity and high resistance, so the straps will not break or wear out quickly, and they will also retain the necessary tension needed for a good workout. No more problems such as pinched skin, torn ligaments or marks on your clothing.
? Fitness Bands Effective & Transportable - Make yourself fit and shape your body anywhere without expensive gym contracts and exercise equipment, and you do not even have to leave home. Exercise in the privacy of your hom",रू 945,no rating,no review
105,Strauss Adjustable Hand Grip Strengthener,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Durable construction & ergonomic design
Adjustable resistance
Great for rehabilitation
In-Box Contents: 1 Adjustable Hand Grip","रू 1,050",no rating,no review
106,Attack Cotton Boxing Hand Wrap (325 Cm) Boxing Hand Wrap Boxing Mexican Stretch/Handwraps/Spandex Bands/Hand Bandage/Protectors/Muay Thai/Mma/Kick Boxing/Cross Fit/Aerobics/ (Free Size),"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Closure Type: Hook And Loop
Length: 325 cm
Material: Cotton
Perfect for Bodybuilding, Powerlifting, Olympic Lifting, Strength Training, Calisthenics, MMA, WOD, Working Out, Bodyweight, Gym, Deadlifts, Pull Ups, Rowing, Chin Ups, and more.
- An updated, high-quality premium woven label give the Perfect Stretch Hand Wraps an extra bit of style, making these the best looking handwraps on the market.
Using an innovative, high-performance material, these handwraps conform to the hand to help align the hand and wrist, and protect the many small joints and bones from repeated impact during training.
Perfect for barbells, dumbbells, deadlifts, rows or pull-ups,
the ProFitness advanced wrist wraps will allow you to lift considerably heavier without worrying about injuring your wrists or compromising on comfort.
A MustForPowerlifting, Bodybuilding, Weightlifting
USAES: Perfect for Bodybuilding, Powerlifting, Olympic Lifting, Strength Training, Calisthenics, MMA, WOD, Working Out, Bodyweight, Gym, Deadlifts, Pull-Ups, Rowing, Chin Ups, and more.
STYLE - An updated, high-quality premium woven label gives the Perfect Stretch Hand Wraps an extra bit of style, making these the best-looking hand wraps on the market.
MAXIMUM PROTECTION - Using an innovative, high-performance material, these hand wraps conform to the hand to help align the hand and wrist and protect the many small joints and bones from repeated impact during training.
ONE SIZE FITS ALL MEN &WOMEN –Perfect for barbells, dumbbells, deadlifts, rows or pull-ups, the ProFitness advanced wrist wraps will allow you to lift considerably heavier without worrying about injuring your wrists or compromising on comfort.
A MUST FOR POWERLIFTING, BODYBUILDING, WEIGHTLIFTING – Perfectly and ergonomically designed, our Wrist Straps are a superior alternative to Power Hooks & Wrist Wraps since they will help you focus on each exercise without letting your grip-strength become an issue.","रू 1,085",no rating,no review
107,Waist Trainer Twisting Boards Body Twisting Disc Aerobic Exercise Figure Trimmer Magnet Balance Rotating Board With Pull Rope 100% Authentic Best Selling Home Workout Balance Boards Body Twisting Waist Disc Bodyt Wister Ankle Body Aerobic,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Waist Wriggling Plate Twister Plate Twist Board Twisting Disc Slimming LegDescription:
Product Name:Stone disc twister
Product material: Plastic
Product color: random color
Product size: 28cmx4.5cm
Product weight:600g
Package Contents:
1x Stone disc twister
Features:
1.Two feet on the twisted waist plate, rhythmic twist the body. Twist the project put some brisk rhythm of a strong sense of music, can effectively relieve physical and mental exercise.
2.Twisted with the user's body weight, by stepping on the magnetic massage pad
Sitting in the office work, or watching TV at home, reading can use your arms can cross the head; you can arm down a vertical upward; the body can be vertical bending, twist every day for 5-10 minutes.
3.you will really experience the massage fitness twisted to to bring you the fun of twisting thin
Precautions for use:
4. Please do not play in 30 minutes after a meal
Please do not use it on slippery, uneven ground
And the use of twist speed from slow to fast, gradually adapt to avoid a sudden loadwe are accepting for resellers :) dont hesitate to message us :)","रू 1,680",no rating,no review
108,Indoor Fitness Resistance Bands Exercise Equipment Elastic Sit Up Pull Rope Workout Bands Sport Pedal Ankle Puller,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","Portable and lightweight, easy to remove high quality elastic tension training equipment This product is very soft, absorbent and slip resistant. Shoulder exercises; hand exercises; at home,
hotel rooms, offices and even outdoor private leg exercises. The handle and foot position are made of elastic foam to maintain good sliding resistance. The elastic traction rope adopts 4
traction ropes with high tensile strength and good elasticity. Suitable for cross fitter leadership pull-ups, muscle exercise, physical therapy, stretching exercises, strength training, etc.
Suitable for women, men, the elderly, children. Exercise your arms, legs and back for sitting
exercises. Improve stretch and flexibility. Work out in your home, hotel room, office or even in the privacy of the outdoors. EVA foam wrap handle, non-toxic, non-irritating, comfortable, safe, environmentally friendly, avoiding exercise.","रू 2,099",no rating,no review
109,Push Up Bar Build Core Push-Up Bars S- Shaped Bars,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","S-Shape Safe Design
Ensure Safety
Simple to Use
Durable and Stable Using
Anti-Slip Soft Grip","रू 2,100",no rating,no review
110,Resistance Band,"['https://www.facebook.com/tr?id=1350000625395738&ev=PageView&noscript=1', 'https://cdn.sastodeal.com/fb_1.png', 'https://cdn.sastodeal.com/insta.png', 'https://cdn.sastodeal.com/twitter.png', 'https://cdn.sastodeal.com/logo/stores/1/SDLogo_White-Logo.png', 'https://cdn.sastodeal.com/catalog/product/w/n/wn3.jpg', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/Envelope.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/fb.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/twitter.png', 'https://www.sastodeal.com/static/version1647921564/frontend/Sastodeal/default/en_US/images/coupon-center.png', 'https://cdn.sastodeal.com/Bitmap1.png', 'https://cdn.sastodeal.com/Bitmap2.png', 'https://cdn.sastodeal.com/Bitmap3.png', 'https://cdn.sastodeal.com/Bitmap4.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_QR_code.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_Playstore.png', 'https://cdn.sastodeal.com/logo/default/Sastodeal_App_on_ios_store.png']","100% natural latex – PVC free
Provides a total body workout in the comfort of your own home!
An incredibly-cost effective way to get fit and toned
Easily adaptable for your fitness level from those starting out to hardcore gym junkies
Easy to store – take with you when travelling
Less risk of injury than traditional free weights","रू 2,100",no rating,no review
